catalog_number,site_code,site_name,investigator_id,year_collected,month_collected,day_collected,start_year_collected,start_month_collected,start_day_collected,end_year_collected,end_month_collected,end_day_collected,sampling_method,phylum,class,order,family,scientific_name,japanese_name,standard_length,wet_weight,sex,remarks
MOT-LK-BYBFFSLWW0000408,BYB,屏風山湖沼群,mem2019LKBYB_FF,2019,9,21,2019,9,21,2019,9,22,タモ網・投網,脊索動物門,硬骨魚綱,スズキ目,サンフィッシュ科,Micropterus salmoides,オオクチバス,74.0,8.1,,St.4
MOT-LK-BYBFFSLWW0000409,BYB,屏風山湖沼群,mem2019LKBYB_FF,2019,9,21,2019,9,21,2019,9,22,タモ網・投網,脊索動物門,硬骨魚綱,スズキ目,サンフィッシュ科,Micropterus salmoides,オオクチバス,69.0,6.7,,St.4
MOT-LK-BYBFFSLWW0000410,BYB,屏風山湖沼群,mem2019LKBYB_FF,2019,9,21,2019,9,21,2019,9,22,タモ網・投網,脊索動物門,硬骨魚綱,スズキ目,サンフィッシュ科,Micropterus salmoides,オオクチバス,83.0,10.5,,St.4
MOT-LK-BYBFFSLWW0000411,BYB,屏風山湖沼群,mem2019LKBYB_FF,2019,9,21,2019,9,21,2019,9,22,タモ網・投網,脊索動物門,硬骨魚綱,スズキ目,サンフィッシュ科,Micropterus salmoides,オオクチバス,82.0,12.6,,St.4
MOT-LK-BYBFFSLWW0000412,BYB,屏風山湖沼群,mem2019LKBYB_FF,2019,9,21,2019,9,21,2019,9,22,タモ網・投網,脊索動物門,硬骨魚綱,スズキ目,サンフィッシュ科,Micropterus salmoides,オオクチバス,79.0,11.5,,St.4
MOT-LK-BYBFFSLWW0000413,BYB,屏風山湖沼群,mem2019LKBYB_FF,2019,9,21,2019,9,21,2019,9,22,タモ網・投網,脊索動物門,硬骨魚綱,スズキ目,サンフィッシュ科,Micropterus salmoides,オオクチバス,89.0,16.9,,St.4
MOT-LK-BYBFFSLWW0000414,BYB,屏風山湖沼群,mem2019LKBYB_FF,2019,9,21,2019,9,21,2019,9,22,タモ網・投網,脊索動物門,硬骨魚綱,スズキ目,サンフィッシュ科,Micropterus salmoides,オオクチバス,205.0,227.1,,St.4
MOT-LK-BYBFFSLWW0000415,BYB,屏風山湖沼群,mem2019LKBYB_FF,2019,9,21,2019,9,21,2019,9,22,タモ網・投網,脊索動物門,硬骨魚綱,スズキ目,サンフィッシュ科,Micropterus salmoides,オオクチバス,225.0,205.3,,St.4
MOT-LK-BYBFFSLWW0000416,BYB,屏風山湖沼群,mem2019LKBYB_FF,2019,9,22,2019,9,21,2019,9,22,小型定置網,脊索動物門,硬骨魚綱,スズキ目,ハゼ科,Gymnogobius urotaenia,ウキゴリ,53.0,2.3,,St.1
MOT-LK-BYBFFSLWW0000417,BYB,屏風山湖沼群,mem2019LKBYB_FF,2019,9,22,2019,9,21,2019,9,22,小型定置網,脊索動物門,硬骨魚綱,スズキ目,ハゼ科,Gymnogobius urotaenia,ウキゴリ,55.0,2.4,,St.1
MOT-LK-BYBFFSLWW0000418,BYB,屏風山湖沼群,mem2019LKBYB_FF,2019,9,22,2019,9,21,2019,9,22,小型定置網,脊索動物門,硬骨魚綱,スズキ目,ハゼ科,Gymnogobius urotaenia,ウキゴリ,53.0,1.9,,St.1
MOT-LK-BYBFFSLWW0000419,BYB,屏風山湖沼群,mem2019LKBYB_FF,2019,9,22,2019,9,21,2019,9,22,小型定置網,脊索動物門,硬骨魚綱,スズキ目,ハゼ科,Gymnogobius urotaenia,ウキゴリ,56.0,2.3,,St.1
MOT-LK-BYBFFSLWW0000420,BYB,屏風山湖沼群,mem2019LKBYB_FF,2019,9,22,2019,9,21,2019,9,22,小型定置網,脊索動物門,硬骨魚綱,サケ目,キュウリウオ科,Hypomesus nipponensis,ワカサギ,69.0,3.2,,St.1
MOT-LK-BYBFFSLWW0000421,BYB,屏風山湖沼群,mem2019LKBYB_FF,2019,9,22,2019,9,21,2019,9,22,小型定置網,脊索動物門,硬骨魚綱,サケ目,キュウリウオ科,Hypomesus nipponensis,ワカサギ,67.0,2.7,,St.1
MOT-LK-BYBFFSLWW0000422,BYB,屏風山湖沼群,mem2019LKBYB_FF,2019,9,22,2019,9,21,2019,9,22,小型定置網,脊索動物門,硬骨魚綱,サケ目,キュウリウオ科,Hypomesus nipponensis,ワカサギ,66.0,2.3,,St.1
MOT-LK-BYBFFSLWW0000423,BYB,屏風山湖沼群,mem2019LKBYB_FF,2019,9,22,2019,9,21,2019,9,22,小型定置網,脊索動物門,硬骨魚綱,サケ目,キュウリウオ科,Hypomesus nipponensis,ワカサギ,68.0,3.5,,St.1
MOT-LK-BYBFFSLWW0000424,BYB,屏風山湖沼群,mem2019LKBYB_FF,2019,9,22,2019,9,21,2019,9,22,小型定置網,脊索動物門,硬骨魚綱,サケ目,キュウリウオ科,Hypomesus nipponensis,ワカサギ,69.0,3.3,,St.1
MOT-LK-BYBFFSLWW0000425,BYB,屏風山湖沼群,mem2019LKBYB_FF,2019,9,22,2019,9,21,2019,9,22,小型定置網,脊索動物門,硬骨魚綱,スズキ目,ハゼ科,Tridentiger brevispinis,ヌマチチブ,39.0,1.0,,St.1
MOT-LK-BYBFFSLWW0000426,BYB,屏風山湖沼群,mem2019LKBYB_FF,2019,9,22,2019,9,21,2019,9,22,小型定置網,脊索動物門,硬骨魚綱,スズキ目,ハゼ科,Tridentiger brevispinis,ヌマチチブ,54.0,3.7,,St.1
MOT-LK-BYBFFSLWW0000427,BYB,屏風山湖沼群,mem2019LKBYB_FF,2019,9,22,2019,9,21,2019,9,22,小型定置網,脊索動物門,硬骨魚綱,コイ目,コイ科,Rhodeus ocellatus ocellatus,タイリクバラタナゴ,28.0,0.5,,St.1
MOT-LK-BYBFFSLWW0000428,BYB,屏風山湖沼群,mem2019LKBYB_FF,2019,9,22,2019,9,21,2019,9,22,小型定置網,脊索動物門,硬骨魚綱,コイ目,コイ科,Rhodeus ocellatus ocellatus,タイリクバラタナゴ,31.0,0.6,,St.1
MOT-LK-BYBFFSLWW0000429,BYB,屏風山湖沼群,mem2019LKBYB_FF,2019,9,22,2019,9,21,2019,9,22,小型定置網,脊索動物門,硬骨魚綱,スズキ目,ハゼ科,Gymnogobius castaneus,ジュズカケハゼ,33.0,0.4,,St.1
MOT-LK-BYBFFSLWW0000430,BYB,屏風山湖沼群,mem2019LKBYB_FF,2019,9,22,2019,9,21,2019,9,22,小型定置網,脊索動物門,硬骨魚綱,スズキ目,ハゼ科,Gymnogobius castaneus,ジュズカケハゼ,43.0,0.7,,St.1
MOT-LK-BYBFFSLWW0000431,BYB,屏風山湖沼群,mem2019LKBYB_FF,2019,9,22,2019,9,21,2019,9,22,小型定置網,脊索動物門,硬骨魚綱,スズキ目,ハゼ科,Gymnogobius castaneus,ジュズカケハゼ,42.0,0.9,,St.1
MOT-LK-BYBFFSLWW0000432,BYB,屏風山湖沼群,mem2019LKBYB_FF,2019,9,22,2019,9,21,2019,9,22,小型定置網,脊索動物門,硬骨魚綱,スズキ目,ハゼ科,Gymnogobius castaneus,ジュズカケハゼ,43.0,1.0,,St.1
MOT-LK-BYBFFSLWW0000433,BYB,屏風山湖沼群,mem2019LKBYB_FF,2019,9,22,2019,9,21,2019,9,22,小型定置網,脊索動物門,硬骨魚綱,スズキ目,ハゼ科,Gymnogobius castaneus,ジュズカケハゼ,37.0,0.8,,St.1
MOT-LK-BYBFFSLWW0000434,BYB,屏風山湖沼群,mem2019LKBYB_FF,2019,9,22,2019,9,21,2019,9,22,小型定置網,脊索動物門,硬骨魚綱,スズキ目,ハゼ科,Gymnogobius castaneus,ジュズカケハゼ,42.0,0.9,,St.1
MOT-LK-BYBFFSLWW0000435,BYB,屏風山湖沼群,mem2019LKBYB_FF,2019,9,22,2019,9,21,2019,9,22,小型定置網,脊索動物門,硬骨魚綱,スズキ目,ハゼ科,Gymnogobius castaneus,ジュズカケハゼ,54.0,1.7,,St.1
MOT-LK-BYBFFSLWW0000436,BYB,屏風山湖沼群,mem2019LKBYB_FF,2019,9,22,2019,9,21,2019,9,22,小型定置網,脊索動物門,硬骨魚綱,スズキ目,ハゼ科,Gymnogobius castaneus,ジュズカケハゼ,55.0,2.1,,St.1
MOT-LK-BYBFFSLWW0000437,BYB,屏風山湖沼群,mem2019LKBYB_FF,2019,9,22,2019,9,21,2019,9,22,小型定置網,脊索動物門,硬骨魚綱,スズキ目,ハゼ科,Gymnogobius castaneus,ジュズカケハゼ,55.0,2.1,,St.1
MOT-LK-BYBFFSLWW0000438,BYB,屏風山湖沼群,mem2019LKBYB_FF,2019,9,22,2019,9,21,2019,9,22,小型定置網,脊索動物門,硬骨魚綱,スズキ目,ハゼ科,Gymnogobius castaneus,ジュズカケハゼ,52.0,1.8,,St.1
MOT-LK-BYBFFSLWW0000439,BYB,屏風山湖沼群,mem2019LKBYB_FF,2019,9,22,2019,9,21,2019,9,22,小型定置網,脊索動物門,硬骨魚綱,スズキ目,ハゼ科,Rhinogobius sp. OR,トウヨシノボリ類,34.0,0.6,,St.1
MOT-LK-BYBFFSLWW0000440,BYB,屏風山湖沼群,mem2019LKBYB_FF,2019,9,22,2019,9,21,2019,9,22,小型定置網,脊索動物門,硬骨魚綱,コイ目,コイ科,Tanakia lanceolata,ヤリタナゴ,46.0,1.9,,St.1
MOT-LK-BYBFFSLWW0000441,BYB,屏風山湖沼群,mem2019LKBYB_FF,2019,9,22,2019,9,21,2019,9,22,小型定置網,脊索動物門,硬骨魚綱,コイ目,コイ科,Tanakia lanceolata,ヤリタナゴ,43.0,1.7,,St.1
MOT-LK-BYBFFSLWW0000442,BYB,屏風山湖沼群,mem2019LKBYB_FF,2019,9,22,2019,9,21,2019,9,22,小型定置網,脊索動物門,硬骨魚綱,コイ目,コイ科,Pseudorasbora parva,モツゴ,28.0,0.4,,St.1
MOT-LK-BYBFFSLWW0000443,BYB,屏風山湖沼群,mem2019LKBYB_FF,2019,9,22,2019,9,21,2019,9,22,小型定置網,脊索動物門,硬骨魚綱,コイ目,コイ科,Pseudorasbora parva,モツゴ,56.0,2.9,,St.1
MOT-LK-BYBFFSLWW0000444,BYB,屏風山湖沼群,mem2019LKBYB_FF,2019,9,22,2019,9,21,2019,9,22,小型定置網,脊索動物門,硬骨魚綱,コイ目,コイ科,Acheilognathus melanogaster,タナゴ,33.0,0.6,,St.1
MOT-LK-BYBFFSLWW0000445,BYB,屏風山湖沼群,mem2019LKBYB_FF,2019,9,22,2019,9,21,2019,9,22,小型定置網,脊索動物門,硬骨魚綱,コイ目,コイ科,Acheilognathus melanogaster,タナゴ,35.0,1.0,,St.1
MOT-LK-BYBFFSLWW0000446,BYB,屏風山湖沼群,mem2019LKBYB_FF,2019,9,22,2019,9,21,2019,9,22,小型定置網,脊索動物門,硬骨魚綱,コイ目,コイ科,Acheilognathus melanogaster,タナゴ,44.0,1.4,,St.1
MOT-LK-BYBFFSLWW0000447,BYB,屏風山湖沼群,mem2019LKBYB_FF,2019,9,22,2019,9,21,2019,9,22,小型定置網,脊索動物門,硬骨魚綱,コイ目,コイ科,Acheilognathus melanogaster,タナゴ,49.0,2.5,,St.1
MOT-LK-BYBFFSLWW0000448,BYB,屏風山湖沼群,mem2019LKBYB_FF,2019,9,22,2019,9,21,2019,9,22,小型定置網,脊索動物門,硬骨魚綱,コイ目,コイ科,Acheilognathus tabira tabira,シロヒレタビラ,58.0,4.5,,St.1
MOT-LK-BYBFFSLWW0000449,BYB,屏風山湖沼群,mem2019LKBYB_FF,2019,9,22,2019,9,21,2019,9,22,小型定置網,脊索動物門,硬骨魚綱,スズキ目,ハゼ科,Tridentiger brevispinis,ヌマチチブ,23.0,0.2,,St.2
MOT-LK-BYBFFSLWW0000450,BYB,屏風山湖沼群,mem2019LKBYB_FF,2019,9,22,2019,9,21,2019,9,22,小型定置網,脊索動物門,硬骨魚綱,スズキ目,ハゼ科,Tridentiger brevispinis,ヌマチチブ,64.0,5.2,,St.2
MOT-LK-BYBFFSLWW0000451,BYB,屏風山湖沼群,mem2019LKBYB_FF,2019,9,22,2019,9,21,2019,9,22,小型定置網,脊索動物門,硬骨魚綱,コイ目,コイ科,Pseudorasbora parva,モツゴ,38.0,0.9,,St.2
MOT-LK-BYBFFSLWW0000452,BYB,屏風山湖沼群,mem2019LKBYB_FF,2019,9,22,2019,9,21,2019,9,22,小型定置網,脊索動物門,硬骨魚綱,コイ目,コイ科,Pseudorasbora parva,モツゴ,71.0,6.6,,St.2
MOT-LK-BYBFFSLWW0000453,BYB,屏風山湖沼群,mem2019LKBYB_FF,2019,9,22,2019,9,21,2019,9,22,小型定置網,脊索動物門,硬骨魚綱,サケ目,キュウリウオ科,Hypomesus nipponensis,ワカサギ,59.0,1.8,,St.2
MOT-LK-BYBFFSLWW0000454,BYB,屏風山湖沼群,mem2019LKBYB_FF,2019,9,22,2019,9,21,2019,9,22,小型定置網,脊索動物門,硬骨魚綱,サケ目,キュウリウオ科,Hypomesus nipponensis,ワカサギ,79.0,4.8,,St.2
MOT-LK-BYBFFSLWW0000455,BYB,屏風山湖沼群,mem2019LKBYB_FF,2019,9,22,2019,9,21,2019,9,22,小型定置網,脊索動物門,硬骨魚綱,コイ目,コイ科,Rhodeus ocellatus ocellatus,タイリクバラタナゴ,31.0,0.8,,St.2
MOT-LK-BYBFFSLWW0000456,BYB,屏風山湖沼群,mem2019LKBYB_FF,2019,9,22,2019,9,21,2019,9,22,小型定置網,脊索動物門,硬骨魚綱,コイ目,コイ科,Rhodeus ocellatus ocellatus,タイリクバラタナゴ,40.0,1.5,,St.2
MOT-LK-BYBFFSLWW0000457,BYB,屏風山湖沼群,mem2019LKBYB_FF,2019,9,22,2019,9,21,2019,9,22,小型定置網,脊索動物門,硬骨魚綱,スズキ目,ハゼ科,Rhinogobius sp. OR,トウヨシノボリ類,34.0,0.6,,St.2
MOT-LK-BYBFFSLWW0000458,BYB,屏風山湖沼群,mem2019LKBYB_FF,2019,9,22,2019,9,21,2019,9,22,小型定置網,脊索動物門,硬骨魚綱,スズキ目,ハゼ科,Gymnogobius castaneus,ジュズカケハゼ,36.0,0.5,,St.2
MOT-LK-BYBFFSLWW0000459,BYB,屏風山湖沼群,mem2019LKBYB_FF,2019,9,22,2019,9,21,2019,9,22,小型定置網,脊索動物門,硬骨魚綱,スズキ目,ハゼ科,Gymnogobius castaneus,ジュズカケハゼ,39.0,0.7,,St.2
MOT-LK-BYBFFSLWW0000460,BYB,屏風山湖沼群,mem2019LKBYB_FF,2019,9,22,2019,9,21,2019,9,22,小型定置網,脊索動物門,硬骨魚綱,スズキ目,ハゼ科,Gymnogobius castaneus,ジュズカケハゼ,46.0,1.3,,St.2
MOT-LK-BYBFFSLWW0000461,BYB,屏風山湖沼群,mem2019LKBYB_FF,2019,9,22,2019,9,21,2019,9,22,小型定置網,脊索動物門,硬骨魚綱,スズキ目,ハゼ科,Gymnogobius castaneus,ジュズカケハゼ,52.0,1.6,,St.2
MOT-LK-BYBFFSLWW0000462,BYB,屏風山湖沼群,mem2019LKBYB_FF,2019,9,22,2019,9,21,2019,9,22,小型定置網,脊索動物門,硬骨魚綱,スズキ目,ハゼ科,Gymnogobius urotaenia,ウキゴリ,59.0,2.5,,St.2
MOT-LK-BYBFFSLWW0000463,BYB,屏風山湖沼群,mem2019LKBYB_FF,2019,9,22,2019,9,21,2019,9,22,小型定置網,脊索動物門,硬骨魚綱,コイ目,コイ科,Acheilognathus melanogaster,タナゴ,33.0,0.6,,St.2
MOT-LK-BYBFFSLWW0000464,BYB,屏風山湖沼群,mem2019LKBYB_FF,2019,9,22,2019,9,21,2019,9,22,小型定置網,脊索動物門,硬骨魚綱,コイ目,コイ科,Acheilognathus melanogaster,タナゴ,42.0,1.3,,St.2
MOT-LK-BYBFFSLWW0000465,BYB,屏風山湖沼群,mem2019LKBYB_FF,2019,9,22,2019,9,21,2019,9,22,小型定置網,脊索動物門,硬骨魚綱,コイ目,コイ科,Acheilognathus tabira tabira,シロヒレタビラ,32.0,0.7,,St.2
MOT-LK-BYBFFSLWW0000466,BYB,屏風山湖沼群,mem2019LKBYB_FF,2019,9,22,2019,9,21,2019,9,22,小型定置網,脊索動物門,硬骨魚綱,コイ目,コイ科,Acheilognathus tabira tabira,シロヒレタビラ,36.0,1.2,,St.2
MOT-LK-BYBFFSLWW0000467,BYB,屏風山湖沼群,mem2019LKBYB_FF,2019,9,22,2019,9,21,2019,9,22,小型定置網,脊索動物門,硬骨魚綱,コイ目,コイ科,Acheilognathus tabira tabira,シロヒレタビラ,57.0,3.6,,St.2
MOT-LK-BYBFFSLWW0000468,BYB,屏風山湖沼群,mem2019LKBYB_FF,2019,9,22,2019,9,21,2019,9,22,小型定置網,脊索動物門,硬骨魚綱,スズキ目,ハゼ科,Gymnogobius castaneus,ジュズカケハゼ,35.0,0.6,,St.3
MOT-LK-BYBFFSLWW0000469,BYB,屏風山湖沼群,mem2019LKBYB_FF,2019,9,22,2019,9,21,2019,9,22,小型定置網,脊索動物門,硬骨魚綱,スズキ目,ハゼ科,Gymnogobius castaneus,ジュズカケハゼ,55.0,2.1,,St.3
MOT-LK-BYBFFSLWW0000470,BYB,屏風山湖沼群,mem2019LKBYB_FF,2019,9,22,2019,9,21,2019,9,22,小型定置網,脊索動物門,硬骨魚綱,スズキ目,ハゼ科,Tridentiger brevispinis,ヌマチチブ,36.0,0.9,,St.3
MOT-LK-BYBFFSLWW0000471,BYB,屏風山湖沼群,mem2019LKBYB_FF,2019,9,22,2019,9,21,2019,9,22,小型定置網,脊索動物門,硬骨魚綱,スズキ目,ハゼ科,Tridentiger brevispinis,ヌマチチブ,55.0,3.3,,St.3
MOT-LK-BYBFFSLWW0000472,BYB,屏風山湖沼群,mem2019LKBYB_FF,2019,9,22,2019,9,21,2019,9,22,小型定置網,脊索動物門,硬骨魚綱,コイ目,コイ科,Pseudorasbora parva,モツゴ,30.0,0.5,,St.3
MOT-LK-BYBFFSLWW0000473,BYB,屏風山湖沼群,mem2019LKBYB_FF,2019,9,22,2019,9,21,2019,9,22,小型定置網,脊索動物門,硬骨魚綱,コイ目,コイ科,Pseudorasbora parva,モツゴ,59.0,3.6,,St.3
MOT-LK-BYBFFSLWW0000474,BYB,屏風山湖沼群,mem2019LKBYB_FF,2019,9,22,2019,9,21,2019,9,22,小型定置網,脊索動物門,硬骨魚綱,コイ目,コイ科,Rhodeus ocellatus ocellatus,タイリクバラタナゴ,19.0,0.3,,St.3
MOT-LK-BYBFFSLWW0000475,BYB,屏風山湖沼群,mem2019LKBYB_FF,2019,9,22,2019,9,21,2019,9,22,小型定置網,脊索動物門,硬骨魚綱,コイ目,コイ科,Rhodeus ocellatus ocellatus,タイリクバラタナゴ,22.0,0.2,,St.3
MOT-LK-BYBFFSLWW0000476,BYB,屏風山湖沼群,mem2019LKBYB_FF,2019,9,22,2019,9,21,2019,9,22,小型定置網,脊索動物門,硬骨魚綱,コイ目,コイ科,Rhodeus ocellatus ocellatus,タイリクバラタナゴ,25.0,0.6,,St.3
MOT-LK-BYBFFSLWW0000477,BYB,屏風山湖沼群,mem2019LKBYB_FF,2019,9,22,2019,9,21,2019,9,22,小型定置網,脊索動物門,硬骨魚綱,コイ目,コイ科,Rhodeus ocellatus ocellatus,タイリクバラタナゴ,23.0,0.3,,St.3
MOT-LK-BYBFFSLWW0000478,BYB,屏風山湖沼群,mem2019LKBYB_FF,2019,9,22,2019,9,21,2019,9,22,小型定置網,脊索動物門,硬骨魚綱,コイ目,コイ科,Rhodeus ocellatus ocellatus,タイリクバラタナゴ,24.0,0.4,,St.3
MOT-LK-BYBFFSLWW0000479,BYB,屏風山湖沼群,mem2019LKBYB_FF,2019,9,22,2019,9,21,2019,9,22,小型定置網,脊索動物門,硬骨魚綱,コイ目,コイ科,Rhodeus ocellatus ocellatus,タイリクバラタナゴ,25.0,0.4,,St.3
MOT-LK-BYBFFSLWW0000480,BYB,屏風山湖沼群,mem2019LKBYB_FF,2019,9,22,2019,9,21,2019,9,22,小型定置網,脊索動物門,硬骨魚綱,コイ目,コイ科,Rhodeus ocellatus ocellatus,タイリクバラタナゴ,27.0,0.7,,St.3
MOT-LK-BYBFFSLWW0000481,BYB,屏風山湖沼群,mem2019LKBYB_FF,2019,9,22,2019,9,21,2019,9,22,小型定置網,脊索動物門,硬骨魚綱,コイ目,コイ科,Rhodeus ocellatus ocellatus,タイリクバラタナゴ,29.0,0.6,,St.3
MOT-LK-BYBFFSLWW0000482,BYB,屏風山湖沼群,mem2019LKBYB_FF,2019,9,22,2019,9,21,2019,9,22,小型定置網,脊索動物門,硬骨魚綱,コイ目,コイ科,Rhodeus ocellatus ocellatus,タイリクバラタナゴ,27.0,0.6,,St.3
MOT-LK-BYBFFSLWW0000483,BYB,屏風山湖沼群,mem2019LKBYB_FF,2019,9,22,2019,9,21,2019,9,22,小型定置網,脊索動物門,硬骨魚綱,コイ目,コイ科,Rhodeus ocellatus ocellatus,タイリクバラタナゴ,35.0,1.1,,St.3
MOT-LK-BYBFFSLWW0000484,BYB,屏風山湖沼群,mem2019LKBYB_FF,2019,9,22,2019,9,21,2019,9,22,小型定置網,脊索動物門,硬骨魚綱,コイ目,コイ科,Rhodeus ocellatus ocellatus,タイリクバラタナゴ,36.0,1.2,,St.3
MOT-LK-BYBFFSLWW0000485,BYB,屏風山湖沼群,mem2019LKBYB_FF,2019,9,22,2019,9,21,2019,9,22,小型定置網,脊索動物門,硬骨魚綱,スズキ目,ハゼ科,Gymnogobius urotaenia,ウキゴリ,61.0,2.5,,St.3
MOT-LK-BYBFFSLWW0000486,BYB,屏風山湖沼群,mem2019LKBYB_FF,2019,9,22,2019,9,21,2019,9,22,小型定置網,脊索動物門,硬骨魚綱,スズキ目,ハゼ科,Gymnogobius urotaenia,ウキゴリ,59.0,2.8,,St.3
MOT-LK-BYBFFSLWW0000487,BYB,屏風山湖沼群,mem2019LKBYB_FF,2019,9,22,2019,9,21,2019,9,22,小型定置網,脊索動物門,硬骨魚綱,スズキ目,ハゼ科,Gymnogobius urotaenia,ウキゴリ,59.0,2.3,,St.3
MOT-LK-BYBFFSLWW0000488,BYB,屏風山湖沼群,mem2019LKBYB_FF,2019,9,22,2019,9,21,2019,9,22,小型定置網,脊索動物門,硬骨魚綱,トゲウオ目,トゲウオ科,Pungitius sp.1,トミヨ属淡水型,31.0,0.4,,St.3
MOT-LK-BYBFFSLWW0000489,BYB,屏風山湖沼群,mem2019LKBYB_FF,2019,9,22,2019,9,21,2019,9,22,小型定置網,脊索動物門,硬骨魚綱,トゲウオ目,トゲウオ科,Pungitius sp.1,トミヨ属淡水型,30.0,0.3,,St.3
MOT-LK-BYBFFSLWW0000490,BYB,屏風山湖沼群,mem2019LKBYB_FF,2019,9,22,2019,9,21,2019,9,22,小型定置網,脊索動物門,硬骨魚綱,トゲウオ目,トゲウオ科,Pungitius sp.1,トミヨ属淡水型,31.0,0.3,,St.3
MOT-LK-BYBFFSLWW0000491,BYB,屏風山湖沼群,mem2019LKBYB_FF,2019,9,22,2019,9,21,2019,9,22,小型定置網,脊索動物門,硬骨魚綱,サケ目,キュウリウオ科,Hypomesus nipponensis,ワカサギ,64.0,2.3,,St.3
MOT-LK-BYBFFSLWW0000492,BYB,屏風山湖沼群,mem2019LKBYB_FF,2019,9,22,2019,9,21,2019,9,22,小型定置網,脊索動物門,硬骨魚綱,サケ目,キュウリウオ科,Hypomesus nipponensis,ワカサギ,76.0,3.9,,St.3
MOT-LK-BYBFFSLWW0000493,BYB,屏風山湖沼群,mem2019LKBYB_FF,2019,9,22,2019,9,21,2019,9,22,小型定置網,脊索動物門,硬骨魚綱,スズキ目,ハゼ科,Rhinogobius sp. OR,トウヨシノボリ類,35.0,0.8,,St.3
MOT-LK-BYBFFSLWW0000494,BYB,屏風山湖沼群,mem2019LKBYB_FF,2019,9,22,2019,9,21,2019,9,22,小型定置網,脊索動物門,硬骨魚綱,コイ目,コイ科,Acheilognathus melanogaster,タナゴ,57.0,4.1,,St.3
MOT-LK-BYBFFSLWW0000495,BYB,屏風山湖沼群,mem2019LKBYB_FF,2019,9,22,2019,9,21,2019,9,22,タモ網・投網,脊索動物門,硬骨魚綱,スズキ目,サンフィッシュ科,Lepomis macrochirus macrochirus,ブルーギル,32.0,0.8,,St.5
MOT-LK-BYBFFSLWW0000496,BYB,屏風山湖沼群,mem2019LKBYB_FF,2019,9,22,2019,9,21,2019,9,22,タモ網・投網,脊索動物門,硬骨魚綱,スズキ目,サンフィッシュ科,Lepomis macrochirus macrochirus,ブルーギル,46.0,3.2,,St.5
MOT-LK-BYBFFSLWW0000497,BYB,屏風山湖沼群,mem2019LKBYB_FF,2019,9,22,2019,9,21,2019,9,22,タモ網・投網,脊索動物門,硬骨魚綱,スズキ目,サンフィッシュ科,Lepomis macrochirus macrochirus,ブルーギル,46.0,2.3,,St.5
MOT-LK-BYBFFSLWW0000498,BYB,屏風山湖沼群,mem2019LKBYB_FF,2019,9,22,2019,9,21,2019,9,22,タモ網・投網,脊索動物門,硬骨魚綱,スズキ目,サンフィッシュ科,Lepomis macrochirus macrochirus,ブルーギル,39.0,1.6,,St.5
MOT-LK-BYBFFSLWW0000499,BYB,屏風山湖沼群,mem2019LKBYB_FF,2019,9,22,2019,9,21,2019,9,22,タモ網・投網,脊索動物門,硬骨魚綱,スズキ目,サンフィッシュ科,Lepomis macrochirus macrochirus,ブルーギル,33.0,0.9,,St.5
MOT-LK-BYBFFSLWW0000500,BYB,屏風山湖沼群,mem2019LKBYB_FF,2019,9,22,2019,9,21,2019,9,22,タモ網・投網,脊索動物門,硬骨魚綱,スズキ目,サンフィッシュ科,Lepomis macrochirus macrochirus,ブルーギル,39.0,1.5,,St.5
MOT-LK-BYBFFSLWW0000501,BYB,屏風山湖沼群,mem2019LKBYB_FF,2019,9,22,2019,9,21,2019,9,22,タモ網・投網,脊索動物門,硬骨魚綱,スズキ目,サンフィッシュ科,Lepomis macrochirus macrochirus,ブルーギル,42.0,1.7,,St.5
MOT-LK-BYBFFSLWW0000502,BYB,屏風山湖沼群,mem2019LKBYB_FF,2019,9,22,2019,9,21,2019,9,22,タモ網・投網,脊索動物門,硬骨魚綱,スズキ目,サンフィッシュ科,Lepomis macrochirus macrochirus,ブルーギル,44.0,2.2,,St.5
MOT-LK-BYBFFSLWW0000503,BYB,屏風山湖沼群,mem2019LKBYB_FF,2019,9,22,2019,9,21,2019,9,22,タモ網・投網,脊索動物門,硬骨魚綱,スズキ目,サンフィッシュ科,Lepomis macrochirus macrochirus,ブルーギル,49.0,4.1,,St.5
MOT-LK-BYBFFSLWW0000504,BYB,屏風山湖沼群,mem2019LKBYB_FF,2019,9,22,2019,9,21,2019,9,22,タモ網・投網,脊索動物門,硬骨魚綱,スズキ目,サンフィッシュ科,Lepomis macrochirus macrochirus,ブルーギル,36.0,1.0,,St.5
MOT-LK-BYBFFSLWW0000505,BYB,屏風山湖沼群,mem2019LKBYB_FF,2019,9,22,2019,9,21,2019,9,22,タモ網・投網,脊索動物門,硬骨魚綱,スズキ目,サンフィッシュ科,Lepomis macrochirus macrochirus,ブルーギル,34.0,0.9,,St.5
MOT-LK-BYBFFSLWW0000506,BYB,屏風山湖沼群,mem2019LKBYB_FF,2019,9,22,2019,9,21,2019,9,22,タモ網・投網,脊索動物門,硬骨魚綱,スズキ目,サンフィッシュ科,Lepomis macrochirus macrochirus,ブルーギル,59.0,5.5,,St.5
MOT-LK-BYBFFSLWW0000507,BYB,屏風山湖沼群,mem2019LKBYB_FF,2019,9,22,2019,9,21,2019,9,22,タモ網・投網,脊索動物門,硬骨魚綱,スズキ目,サンフィッシュ科,Lepomis macrochirus macrochirus,ブルーギル,31.0,0.8,,St.5
