catalog_number,site_code,site_name,investigator_id,year_collected,month_collected,day_collected,start_year_collected,start_month_collected,start_day_collected,end_year_collected,end_month_collected,end_day_collected,sampling_method,phylum,class,order,family,scientific_name,japanese_name,standard_length,wet_weight,sex,remarks
MOT-LK-TKBFFSLWW0000232,TKB,達古武湖,mem2018LKTKB_FF,2018,9,6,2018,9,5,2018,9,6,小型定置網,脊索動物門,硬骨魚綱,コイ目,コイ科,Tribolodon sachalinensis,エゾウグイ,78.0,6.7,,St.1
MOT-LK-TKBFFSLWW0000233,TKB,達古武湖,mem2018LKTKB_FF,2018,9,6,2018,9,5,2018,9,6,小型定置網,脊索動物門,硬骨魚綱,コイ目,コイ科,Tribolodon sachalinensis,エゾウグイ,65.0,4.1,,St.1
MOT-LK-TKBFFSLWW0000234,TKB,達古武湖,mem2018LKTKB_FF,2018,9,6,2018,9,5,2018,9,6,小型定置網,脊索動物門,硬骨魚綱,コイ目,コイ科,Tribolodon sachalinensis,エゾウグイ,65.0,3.7,,St.1
MOT-LK-TKBFFSLWW0000235,TKB,達古武湖,mem2018LKTKB_FF,2018,9,6,2018,9,5,2018,9,6,小型定置網,脊索動物門,硬骨魚綱,コイ目,コイ科,Tribolodon sachalinensis,エゾウグイ,340.0,628.5,,St.2
MOT-LK-TKBFFSLWW0000236,TKB,達古武湖,mem2018LKTKB_FF,2018,9,6,2018,9,5,2018,9,6,小型定置網,脊索動物門,硬骨魚綱,コイ目,コイ科,Tribolodon sachalinensis,エゾウグイ,275.0,354.5,,St.2
MOT-LK-TKBFFSLWW0000237,TKB,達古武湖,mem2018LKTKB_FF,2018,9,6,2018,9,5,2018,9,6,小型定置網,脊索動物門,硬骨魚綱,コイ目,コイ科,Tribolodon sachalinensis,エゾウグイ,263.0,264.0,,St.2
MOT-LK-TKBFFSLWW0000238,TKB,達古武湖,mem2018LKTKB_FF,2018,9,6,2018,9,5,2018,9,6,小型定置網,脊索動物門,硬骨魚綱,コイ目,コイ科,Tribolodon sachalinensis,エゾウグイ,200.0,109.5,,St.2
MOT-LK-TKBFFSLWW0000239,TKB,達古武湖,mem2018LKTKB_FF,2018,9,6,2018,9,5,2018,9,6,小型定置網,脊索動物門,硬骨魚綱,コイ目,コイ科,Tribolodon sachalinensis,エゾウグイ,180.0,83.5,,St.2
MOT-LK-TKBFFSLWW0000240,TKB,達古武湖,mem2018LKTKB_FF,2018,9,6,2018,9,5,2018,9,6,小型定置網,脊索動物門,硬骨魚綱,コイ目,コイ科,Tribolodon sachalinensis,エゾウグイ,133.0,35.0,,St.2
MOT-LK-TKBFFSLWW0000241,TKB,達古武湖,mem2018LKTKB_FF,2018,9,6,2018,9,5,2018,9,6,小型定置網,脊索動物門,硬骨魚綱,コイ目,コイ科,Tribolodon sachalinensis,エゾウグイ,94.0,12.4,,St.2
MOT-LK-TKBFFSLWW0000242,TKB,達古武湖,mem2018LKTKB_FF,2018,9,6,2018,9,5,2018,9,6,小型定置網,脊索動物門,硬骨魚綱,トゲウオ目,トゲウオ科,Pungitius tymensis,エゾトミヨ,46.0,1.4,,St.3
MOT-LK-TKBFFSLWW0000243,TKB,達古武湖,mem2018LKTKB_FF,2018,9,6,2018,9,5,2018,9,6,小型定置網,脊索動物門,硬骨魚綱,コイ目,ドジョウ科,Lefua costata nikkonis,エゾホトケドジョウ,63.0,2.8,,St.3
MOT-LK-TKBFFSLWW0000244,TKB,達古武湖,mem2018LKTKB_FF,2018,9,6,2018,9,5,2018,9,6,小型定置網,脊索動物門,硬骨魚綱,コイ目,ドジョウ科,Lefua costata nikkonis,エゾホトケドジョウ,73.0,4.2,,St.3
MOT-LK-TKBFFSLWW0000245,TKB,達古武湖,mem2018LKTKB_FF,2018,9,6,2018,9,5,2018,9,6,小型定置網,脊索動物門,硬骨魚綱,コイ目,ドジョウ科,Lefua costata nikkonis,エゾホトケドジョウ,70.0,3.3,,St.3
MOT-LK-TKBFFSLWW0000246,TKB,達古武湖,mem2018LKTKB_FF,2018,9,6,2018,9,5,2018,9,6,小型定置網,脊索動物門,硬骨魚綱,コイ目,ドジョウ科,Lefua costata nikkonis,エゾホトケドジョウ,64.0,3.2,,St.3
MOT-LK-TKBFFSLWW0000247,TKB,達古武湖,mem2018LKTKB_FF,2018,9,6,2018,9,5,2018,9,6,小型定置網,脊索動物門,硬骨魚綱,コイ目,ドジョウ科,Lefua costata nikkonis,エゾホトケドジョウ,57.0,2.1,,St.3
MOT-LK-TKBFFSLWW0000248,TKB,達古武湖,mem2018LKTKB_FF,2018,9,6,2018,9,5,2018,9,6,小型定置網,脊索動物門,硬骨魚綱,コイ目,ドジョウ科,Lefua costata nikkonis,エゾホトケドジョウ,55.0,2.1,,St.3
MOT-LK-TKBFFSLWW0000249,TKB,達古武湖,mem2018LKTKB_FF,2018,9,6,2018,9,5,2018,9,6,小型定置網,脊索動物門,頭甲鋼,ヤツメウナギ目,ヤツメウナギ科,Lethenteron japonicum,カワヤツメ,210.0,10.4,,St.1
MOT-LK-TKBFFSLWW0000250,TKB,達古武湖,mem2018LKTKB_FF,2018,9,6,2018,9,5,2018,9,6,小型定置網,脊索動物門,硬骨魚綱,コイ目,コイ科,Pseudorasbora sp.,モツゴ属の一種,58.0,4.1,,"St.3, モツゴとシナイモツゴの雑種"
MOT-LK-TKBFFSLWW0000251,TKB,達古武湖,mem2018LKTKB_FF,2018,9,6,2018,9,5,2018,9,6,小型定置網,脊索動物門,硬骨魚綱,コイ目,コイ科,Pseudorasbora sp.,モツゴ属の一種,51.0,3.3,,"St.3, モツゴとシナイモツゴの雑種"
MOT-LK-TKBFFSLWW0000252,TKB,達古武湖,mem2018LKTKB_FF,2018,9,6,2018,9,5,2018,9,6,小型定置網,脊索動物門,硬骨魚綱,コイ目,コイ科,Pseudorasbora sp.,モツゴ属の一種,57.0,4.3,,"St.3, モツゴとシナイモツゴの雑種"
MOT-LK-TKBFFSLWW0000253,TKB,達古武湖,mem2018LKTKB_FF,2018,9,6,2018,9,5,2018,9,6,小型定置網,脊索動物門,硬骨魚綱,コイ目,コイ科,Pseudorasbora sp.,モツゴ属の一種,55.0,3.7,,"St.3, モツゴとシナイモツゴの雑種"
MOT-LK-TKBFFSLWW0000254,TKB,達古武湖,mem2018LKTKB_FF,2018,9,6,2018,9,5,2018,9,6,小型定置網,脊索動物門,硬骨魚綱,コイ目,コイ科,Pseudorasbora sp.,モツゴ属の一種,57.0,4.2,,"St.3, モツゴとシナイモツゴの雑種"
MOT-LK-TKBFFSLWW0000255,TKB,達古武湖,mem2018LKTKB_FF,2018,9,6,2018,9,5,2018,9,6,小型定置網,脊索動物門,硬骨魚綱,コイ目,コイ科,Pseudorasbora sp.,モツゴ属の一種,61.0,5.7,,"St.3, モツゴとシナイモツゴの雑種"
MOT-LK-TKBFFSLWW0000256,TKB,達古武湖,mem2018LKTKB_FF,2018,9,6,2018,9,5,2018,9,6,小型定置網,脊索動物門,硬骨魚綱,コイ目,コイ科,Pseudorasbora sp.,モツゴ属の一種,58.0,4.3,,"St.3, モツゴとシナイモツゴの雑種"
MOT-LK-TKBFFSLWW0000257,TKB,達古武湖,mem2018LKTKB_FF,2018,9,6,2018,9,5,2018,9,6,小型定置網,脊索動物門,硬骨魚綱,コイ目,コイ科,Tribolodon brandtii brandtii,ジュウサンウグイ,287.0,180.6,,St.1
MOT-LK-TKBFFSLWW0000258,TKB,達古武湖,mem2018LKTKB_FF,2018,9,6,2018,9,5,2018,9,6,小型定置網,脊索動物門,硬骨魚綱,コイ目,コイ科,Tribolodon brandtii brandtii,ジュウサンウグイ,282.0,189.6,,St.1
MOT-LK-TKBFFSLWW0000259,TKB,達古武湖,mem2018LKTKB_FF,2018,9,6,2018,9,5,2018,9,6,小型定置網,脊索動物門,硬骨魚綱,コイ目,コイ科,Tribolodon brandtii brandtii,ジュウサンウグイ,286.0,184.6,,St.1
MOT-LK-TKBFFSLWW0000260,TKB,達古武湖,mem2018LKTKB_FF,2018,9,6,2018,9,5,2018,9,6,小型定置網,脊索動物門,硬骨魚綱,コイ目,コイ科,Tribolodon brandtii brandtii,ジュウサンウグイ,168.0,67.0,,St.1
MOT-LK-TKBFFSLWW0000261,TKB,達古武湖,mem2018LKTKB_FF,2018,9,6,2018,9,5,2018,9,6,小型定置網,脊索動物門,硬骨魚綱,コイ目,コイ科,Tribolodon brandtii brandtii,ジュウサンウグイ,78.0,8.5,,St.1
MOT-LK-TKBFFSLWW0000262,TKB,達古武湖,mem2018LKTKB_FF,2018,9,6,2018,9,5,2018,9,6,小型定置網,脊索動物門,硬骨魚綱,コイ目,コイ科,Tribolodon brandtii brandtii,ジュウサンウグイ,78.0,8.5,,St.1
MOT-LK-TKBFFSLWW0000263,TKB,達古武湖,mem2018LKTKB_FF,2018,9,6,2018,9,5,2018,9,6,小型定置網,脊索動物門,硬骨魚綱,コイ目,コイ科,Tribolodon brandtii brandtii,ジュウサンウグイ,95.0,13.8,,St.1
MOT-LK-TKBFFSLWW0000264,TKB,達古武湖,mem2018LKTKB_FF,2018,9,6,2018,9,5,2018,9,6,小型定置網,脊索動物門,硬骨魚綱,コイ目,コイ科,Tribolodon brandtii brandtii,ジュウサンウグイ,277.0,374.0,,St.2
MOT-LK-TKBFFSLWW0000265,TKB,達古武湖,mem2018LKTKB_FF,2018,9,6,2018,9,5,2018,9,6,小型定置網,脊索動物門,硬骨魚綱,コイ目,コイ科,Tribolodon brandtii brandtii,ジュウサンウグイ,267.0,275.5,,St.2
MOT-LK-TKBFFSLWW0000266,TKB,達古武湖,mem2018LKTKB_FF,2018,9,6,2018,9,5,2018,9,6,小型定置網,脊索動物門,硬骨魚綱,コイ目,コイ科,Tribolodon brandtii brandtii,ジュウサンウグイ,245.0,229.0,,St.2
MOT-LK-TKBFFSLWW0000267,TKB,達古武湖,mem2018LKTKB_FF,2018,9,6,2018,9,5,2018,9,6,小型定置網,脊索動物門,硬骨魚綱,コイ目,コイ科,Tribolodon brandtii brandtii,ジュウサンウグイ,226.0,163.0,,St.2
MOT-LK-TKBFFSLWW0000268,TKB,達古武湖,mem2018LKTKB_FF,2018,9,6,2018,9,5,2018,9,6,小型定置網,脊索動物門,硬骨魚綱,コイ目,コイ科,Tribolodon brandtii brandtii,ジュウサンウグイ,253.0,253.0,,St.2
MOT-LK-TKBFFSLWW0000269,TKB,達古武湖,mem2018LKTKB_FF,2018,9,6,2018,9,5,2018,9,6,小型定置網,脊索動物門,硬骨魚綱,コイ目,コイ科,Tribolodon brandtii brandtii,ジュウサンウグイ,160.0,64.5,,St.2
MOT-LK-TKBFFSLWW0000270,TKB,達古武湖,mem2018LKTKB_FF,2018,9,6,2018,9,5,2018,9,6,小型定置網,脊索動物門,硬骨魚綱,コイ目,コイ科,Tribolodon brandtii brandtii,ジュウサンウグイ,255.0,294.5,,St.3
MOT-LK-TKBFFSLWW0000271,TKB,達古武湖,mem2018LKTKB_FF,2018,9,6,2018,9,5,2018,9,6,小型定置網,脊索動物門,硬骨魚綱,コイ目,コイ科,Tribolodon brandtii brandtii,ジュウサンウグイ,80.0,7.3,,St.3
MOT-LK-TKBFFSLWW0000272,TKB,達古武湖,mem2018LKTKB_FF,2018,9,6,2018,9,5,2018,9,6,小型定置網,脊索動物門,硬骨魚綱,コイ目,コイ科,Tribolodon brandtii brandtii,ジュウサンウグイ,77.0,7.0,,St.3
MOT-LK-TKBFFSLWW0000273,TKB,達古武湖,mem2018LKTKB_FF,2018,9,6,2018,9,5,2018,9,6,小型定置網,脊索動物門,硬骨魚綱,スズキ目,ハゼ科,Gymnogobius castaneus,ジュズカケハゼ,63.0,4.0,,St.1
MOT-LK-TKBFFSLWW0000274,TKB,達古武湖,mem2018LKTKB_FF,2018,9,6,2018,9,5,2018,9,6,小型定置網,脊索動物門,硬骨魚綱,スズキ目,ハゼ科,Gymnogobius castaneus,ジュズカケハゼ,42.0,1.1,,St.1
MOT-LK-TKBFFSLWW0000275,TKB,達古武湖,mem2018LKTKB_FF,2018,9,6,2018,9,5,2018,9,6,小型定置網,脊索動物門,硬骨魚綱,スズキ目,ハゼ科,Gymnogobius castaneus,ジュズカケハゼ,43.0,1.1,,St.1
MOT-LK-TKBFFSLWW0000276,TKB,達古武湖,mem2018LKTKB_FF,2018,9,6,2018,9,5,2018,9,6,小型定置網,脊索動物門,硬骨魚綱,スズキ目,ハゼ科,Gymnogobius castaneus,ジュズカケハゼ,38.0,1.0,,St.1
MOT-LK-TKBFFSLWW0000277,TKB,達古武湖,mem2018LKTKB_FF,2018,9,6,2018,9,5,2018,9,6,小型定置網,脊索動物門,硬骨魚綱,スズキ目,ハゼ科,Gymnogobius castaneus,ジュズカケハゼ,36.0,0.6,,St.1
MOT-LK-TKBFFSLWW0000278,TKB,達古武湖,mem2018LKTKB_FF,2018,9,6,2018,9,5,2018,9,6,小型定置網,脊索動物門,硬骨魚綱,スズキ目,ハゼ科,Gymnogobius castaneus,ジュズカケハゼ,67.0,3.6,,St.3
MOT-LK-TKBFFSLWW0000279,TKB,達古武湖,mem2018LKTKB_FF,2018,9,6,2018,9,5,2018,9,6,小型定置網,脊索動物門,硬骨魚綱,スズキ目,ハゼ科,Gymnogobius castaneus,ジュズカケハゼ,35.0,0.6,,St.3
MOT-LK-TKBFFSLWW0000280,TKB,達古武湖,mem2018LKTKB_FF,2018,9,6,2018,9,5,2018,9,6,小型定置網,脊索動物門,硬骨魚綱,トゲウオ目,トゲウオ科,Gasterosteus aculeatus aculeatus,太平洋系降海型イトヨ,90.0,7.5,,St.2
MOT-LK-TKBFFSLWW0000281,TKB,達古武湖,mem2018LKTKB_FF,2018,9,6,2018,9,5,2018,9,6,小型定置網,脊索動物門,硬骨魚綱,コイ目,ドジョウ科,Misgurnus anguillicaudatus,ドジョウ,82.0,4.3,,St.1
MOT-LK-TKBFFSLWW0000282,TKB,達古武湖,mem2018LKTKB_FF,2018,9,6,2018,9,5,2018,9,6,小型定置網,脊索動物門,硬骨魚綱,コイ目,ドジョウ科,Misgurnus anguillicaudatus,ドジョウ,115.0,7.6,,St.1
MOT-LK-TKBFFSLWW0000283,TKB,達古武湖,mem2018LKTKB_FF,2018,9,6,2018,9,5,2018,9,6,小型定置網,脊索動物門,硬骨魚綱,コイ目,ドジョウ科,Misgurnus anguillicaudatus,ドジョウ,190.0,48.8,,St.3
MOT-LK-TKBFFSLWW0000284,TKB,達古武湖,mem2018LKTKB_FF,2018,9,6,2018,9,5,2018,9,6,小型定置網,脊索動物門,硬骨魚綱,コイ目,ドジョウ科,Misgurnus anguillicaudatus,ドジョウ,197.0,39.5,,St.3
MOT-LK-TKBFFSLWW0000285,TKB,達古武湖,mem2018LKTKB_FF,2018,9,6,2018,9,5,2018,9,6,小型定置網,脊索動物門,硬骨魚綱,コイ目,ドジョウ科,Misgurnus anguillicaudatus,ドジョウ,205.0,52.5,,St.3
MOT-LK-TKBFFSLWW0000286,TKB,達古武湖,mem2018LKTKB_FF,2018,9,6,2018,9,5,2018,9,6,小型定置網,脊索動物門,硬骨魚綱,コイ目,ドジョウ科,Misgurnus anguillicaudatus,ドジョウ,192.0,37.8,,St.3
MOT-LK-TKBFFSLWW0000287,TKB,達古武湖,mem2018LKTKB_FF,2018,9,6,2018,9,5,2018,9,6,小型定置網,脊索動物門,硬骨魚綱,コイ目,ドジョウ科,Misgurnus anguillicaudatus,ドジョウ,167.0,25.8,,St.3
MOT-LK-TKBFFSLWW0000288,TKB,達古武湖,mem2018LKTKB_FF,2018,9,6,2018,9,5,2018,9,6,小型定置網,脊索動物門,硬骨魚綱,コイ目,ドジョウ科,Misgurnus anguillicaudatus,ドジョウ,175.0,29.5,,St.3
MOT-LK-TKBFFSLWW0000289,TKB,達古武湖,mem2018LKTKB_FF,2018,9,6,2018,9,5,2018,9,6,小型定置網,脊索動物門,硬骨魚綱,コイ目,ドジョウ科,Misgurnus anguillicaudatus,ドジョウ,112.0,7.9,,St.3
MOT-LK-TKBFFSLWW0000290,TKB,達古武湖,mem2018LKTKB_FF,2018,9,6,2018,9,5,2018,9,6,小型定置網,脊索動物門,硬骨魚綱,コイ目,ドジョウ科,Misgurnus anguillicaudatus,ドジョウ,125.0,10.8,,St.3
MOT-LK-TKBFFSLWW0000291,TKB,達古武湖,mem2018LKTKB_FF,2018,9,6,2018,9,5,2018,9,6,小型定置網,脊索動物門,硬骨魚綱,コイ目,ドジョウ科,Misgurnus anguillicaudatus,ドジョウ,112.0,7.9,,St.3
MOT-LK-TKBFFSLWW0000292,TKB,達古武湖,mem2018LKTKB_FF,2018,9,6,2018,9,5,2018,9,6,小型定置網,脊索動物門,硬骨魚綱,コイ目,ドジョウ科,Misgurnus anguillicaudatus,ドジョウ,117.0,7.1,,St.3
MOT-LK-TKBFFSLWW0000293,TKB,達古武湖,mem2018LKTKB_FF,2018,9,6,2018,9,5,2018,9,6,小型定置網,脊索動物門,硬骨魚綱,コイ目,ドジョウ科,Misgurnus anguillicaudatus,ドジョウ,100.0,5.8,,St.3
MOT-LK-TKBFFSLWW0000294,TKB,達古武湖,mem2018LKTKB_FF,2018,9,6,2018,9,5,2018,9,6,小型定置網,脊索動物門,硬骨魚綱,コイ目,ドジョウ科,Misgurnus anguillicaudatus,ドジョウ,118.0,10.5,,St.3
MOT-LK-TKBFFSLWW0000295,TKB,達古武湖,mem2018LKTKB_FF,2018,9,6,2018,9,5,2018,9,6,小型定置網,脊索動物門,硬骨魚綱,コイ目,ドジョウ科,Misgurnus anguillicaudatus,ドジョウ,112.0,8.3,,St.3
MOT-LK-TKBFFSLWW0000296,TKB,達古武湖,mem2018LKTKB_FF,2018,9,6,2018,9,5,2018,9,6,小型定置網,脊索動物門,硬骨魚綱,コイ目,ドジョウ科,Misgurnus anguillicaudatus,ドジョウ,110.0,8.3,,St.3
MOT-LK-TKBFFSLWW0000297,TKB,達古武湖,mem2018LKTKB_FF,2018,9,6,2018,9,5,2018,9,6,小型定置網,脊索動物門,硬骨魚綱,コイ目,ドジョウ科,Misgurnus anguillicaudatus,ドジョウ,100.0,5.3,,St.3
MOT-LK-TKBFFSLWW0000298,TKB,達古武湖,mem2018LKTKB_FF,2018,9,6,2018,9,5,2018,9,6,小型定置網,脊索動物門,硬骨魚綱,コイ目,ドジョウ科,Misgurnus anguillicaudatus,ドジョウ,95.0,5.1,,St.3
MOT-LK-TKBFFSLWW0000299,TKB,達古武湖,mem2018LKTKB_FF,2018,9,6,2018,9,5,2018,9,6,小型定置網,脊索動物門,硬骨魚綱,トゲウオ目,トゲウオ科,Pungitius sp.1,トミヨ属淡水型,45.0,1.1,,St.1
MOT-LK-TKBFFSLWW0000300,TKB,達古武湖,mem2018LKTKB_FF,2018,9,6,2018,9,5,2018,9,6,小型定置網,脊索動物門,硬骨魚綱,トゲウオ目,トゲウオ科,Pungitius sp.1,トミヨ属淡水型,62.0,2.4,,St.3
MOT-LK-TKBFFSLWW0000301,TKB,達古武湖,mem2018LKTKB_FF,2018,9,6,2018,9,5,2018,9,6,小型定置網,脊索動物門,硬骨魚綱,トゲウオ目,トゲウオ科,Pungitius sp.1,トミヨ属淡水型,35.0,0.5,,St.3
MOT-LK-TKBFFSLWW0000302,TKB,達古武湖,mem2018LKTKB_FF,2018,9,6,2018,9,5,2018,9,6,小型定置網,脊索動物門,硬骨魚綱,コイ目,コイ科,Carassius spp.,フナ属の複数種,150.0,87.8,,St.1
MOT-LK-TKBFFSLWW0000303,TKB,達古武湖,mem2018LKTKB_FF,2018,9,6,2018,9,5,2018,9,6,小型定置網,脊索動物門,硬骨魚綱,コイ目,コイ科,Carassius spp.,フナ属の複数種,140.0,68.2,,St.1
MOT-LK-TKBFFSLWW0000304,TKB,達古武湖,mem2018LKTKB_FF,2018,9,6,2018,9,5,2018,9,6,小型定置網,脊索動物門,硬骨魚綱,コイ目,コイ科,Carassius spp.,フナ属の複数種,135.0,65.4,,St.1
MOT-LK-TKBFFSLWW0000305,TKB,達古武湖,mem2018LKTKB_FF,2018,9,6,2018,9,5,2018,9,6,小型定置網,脊索動物門,硬骨魚綱,コイ目,コイ科,Carassius spp.,フナ属の複数種,112.0,40.7,,St.1
MOT-LK-TKBFFSLWW0000306,TKB,達古武湖,mem2018LKTKB_FF,2018,9,6,2018,9,5,2018,9,6,小型定置網,脊索動物門,硬骨魚綱,コイ目,コイ科,Carassius spp.,フナ属の複数種,117.0,41.3,,St.1
MOT-LK-TKBFFSLWW0000307,TKB,達古武湖,mem2018LKTKB_FF,2018,9,6,2018,9,5,2018,9,6,小型定置網,脊索動物門,硬骨魚綱,コイ目,コイ科,Carassius spp.,フナ属の複数種,103.0,31.4,,St.1
MOT-LK-TKBFFSLWW0000308,TKB,達古武湖,mem2018LKTKB_FF,2018,9,6,2018,9,5,2018,9,6,小型定置網,脊索動物門,硬骨魚綱,コイ目,コイ科,Carassius spp.,フナ属の複数種,165.0,110.5,,St.2
MOT-LK-TKBFFSLWW0000309,TKB,達古武湖,mem2018LKTKB_FF,2018,9,6,2018,9,5,2018,9,6,小型定置網,脊索動物門,硬骨魚綱,コイ目,コイ科,Carassius spp.,フナ属の複数種,154.0,93.0,,St.2
MOT-LK-TKBFFSLWW0000310,TKB,達古武湖,mem2018LKTKB_FF,2018,9,6,2018,9,5,2018,9,6,小型定置網,脊索動物門,硬骨魚綱,コイ目,コイ科,Carassius spp.,フナ属の複数種,128.0,53.0,,St.2
MOT-LK-TKBFFSLWW0000311,TKB,達古武湖,mem2018LKTKB_FF,2018,9,6,2018,9,5,2018,9,6,小型定置網,脊索動物門,硬骨魚綱,コイ目,コイ科,Carassius spp.,フナ属の複数種,113.0,42.0,,St.2
MOT-LK-TKBFFSLWW0000312,TKB,達古武湖,mem2018LKTKB_FF,2018,9,6,2018,9,5,2018,9,6,小型定置網,脊索動物門,硬骨魚綱,コイ目,コイ科,Carassius spp.,フナ属の複数種,110.0,41.0,,St.2
MOT-LK-TKBFFSLWW0000313,TKB,達古武湖,mem2018LKTKB_FF,2018,9,6,2018,9,5,2018,9,6,小型定置網,脊索動物門,硬骨魚綱,コイ目,コイ科,Carassius spp.,フナ属の複数種,108.0,36.5,,St.2
MOT-LK-TKBFFSLWW0000314,TKB,達古武湖,mem2018LKTKB_FF,2018,9,6,2018,9,5,2018,9,6,小型定置網,脊索動物門,硬骨魚綱,コイ目,コイ科,Carassius spp.,フナ属の複数種,150.0,107.9,,St.3
MOT-LK-TKBFFSLWW0000315,TKB,達古武湖,mem2018LKTKB_FF,2018,9,6,2018,9,5,2018,9,6,小型定置網,脊索動物門,硬骨魚綱,コイ目,コイ科,Carassius spp.,フナ属の複数種,27.0,0.7,,St.3
MOT-LK-TKBFFSLWW0000316,TKB,達古武湖,mem2018LKTKB_FF,2018,9,6,2018,9,5,2018,9,6,小型定置網,脊索動物門,硬骨魚綱,コイ目,コイ科,Pseudorasbora parva,モツゴ,78.0,10.2,,St.1
MOT-LK-TKBFFSLWW0000317,TKB,達古武湖,mem2018LKTKB_FF,2018,9,6,2018,9,5,2018,9,6,小型定置網,脊索動物門,硬骨魚綱,コイ目,コイ科,Pseudorasbora parva,モツゴ,60.0,5.0,,St.1
MOT-LK-TKBFFSLWW0000318,TKB,達古武湖,mem2018LKTKB_FF,2018,9,6,2018,9,5,2018,9,6,小型定置網,脊索動物門,硬骨魚綱,コイ目,コイ科,Phoxinus percnurus sachaliensis,ヤチウグイ,103.0,20.0,,St.3
MOT-LK-TKBFFSLWW0000319,TKB,達古武湖,mem2018LKTKB_FF,2018,9,6,2018,9,5,2018,9,6,小型定置網,脊索動物門,硬骨魚綱,コイ目,コイ科,Phoxinus percnurus sachaliensis,ヤチウグイ,98.0,17.8,,St.3
MOT-LK-UTNFFSLWW0000001,UTN,ウトナイ湖,mem2018LKUTN_FF,2018,6,28,2018,6,28,2018,6,29,タモ網・投網,脊索動物門,硬骨魚綱,コイ目,コイ科,Pseudaspius hakonensis ,ウグイ,147.0,54.4,,St.2
MOT-LK-UTNFFSLWW0000002,UTN,ウトナイ湖,mem2018LKUTN_FF,2018,6,28,2018,6,28,2018,6,29,タモ網・投網,脊索動物門,硬骨魚綱,コイ目,コイ科,Tribolodon sachalinensis,エゾウグイ,112.0,24.5,,St.1
MOT-LK-UTNFFSLWW0000003,UTN,ウトナイ湖,mem2018LKUTN_FF,2018,6,28,2018,6,28,2018,6,29,タモ網・投網,脊索動物門,硬骨魚綱,スズキ目,ハゼ科,Gymnogobius castaneus,ジュズカケハゼ,43.0,1.2,,St.1
MOT-LK-UTNFFSLWW0000004,UTN,ウトナイ湖,mem2018LKUTN_FF,2018,6,28,2018,6,28,2018,6,29,タモ網・投網,脊索動物門,硬骨魚綱,スズキ目,ハゼ科,Gymnogobius castaneus,ジュズカケハゼ,22.0,0.2,,St.1
MOT-LK-UTNFFSLWW0000005,UTN,ウトナイ湖,mem2018LKUTN_FF,2018,6,28,2018,6,28,2018,6,29,タモ網・投網,脊索動物門,硬骨魚綱,スズキ目,ハゼ科,Gymnogobius castaneus,ジュズカケハゼ,18.0,0.3,,St.1
MOT-LK-UTNFFSLWW0000006,UTN,ウトナイ湖,mem2018LKUTN_FF,2018,6,28,2018,6,28,2018,6,29,タモ網・投網,脊索動物門,硬骨魚綱,スズキ目,ハゼ科,Gymnogobius castaneus,ジュズカケハゼ,23.0,0.1,,St.1
MOT-LK-UTNFFSLWW0000007,UTN,ウトナイ湖,mem2018LKUTN_FF,2018,6,28,2018,6,28,2018,6,29,タモ網・投網,脊索動物門,硬骨魚綱,スズキ目,ハゼ科,Gymnogobius castaneus,ジュズカケハゼ,20.0,0.1,,St.1
MOT-LK-UTNFFSLWW0000008,UTN,ウトナイ湖,mem2018LKUTN_FF,2018,6,28,2018,6,28,2018,6,29,タモ網・投網,脊索動物門,硬骨魚綱,スズキ目,ハゼ科,Gymnogobius castaneus,ジュズカケハゼ,19.0,0.1,,St.1
MOT-LK-UTNFFSLWW0000009,UTN,ウトナイ湖,mem2018LKUTN_FF,2018,6,28,2018,6,28,2018,6,29,タモ網・投網,脊索動物門,硬骨魚綱,スズキ目,ハゼ科,Gymnogobius castaneus,ジュズカケハゼ,20.0,0.1,,St.1
MOT-LK-UTNFFSLWW0000010,UTN,ウトナイ湖,mem2018LKUTN_FF,2018,6,28,2018,6,28,2018,6,29,タモ網・投網,脊索動物門,硬骨魚綱,スズキ目,ハゼ科,Gymnogobius castaneus,ジュズカケハゼ,47.0,1.6,,St.2
MOT-LK-UTNFFSLWW0000011,UTN,ウトナイ湖,mem2018LKUTN_FF,2018,6,28,2018,6,28,2018,6,29,タモ網・投網,脊索動物門,硬骨魚綱,スズキ目,ハゼ科,Rhinogobius sp. OR,トウヨシノボリ,41.0,1.0,,St.1
MOT-LK-UTNFFSLWW0000012,UTN,ウトナイ湖,mem2018LKUTN_FF,2018,6,28,2018,6,28,2018,6,29,タモ網・投網,脊索動物門,硬骨魚綱,スズキ目,ハゼ科,Rhinogobius sp. OR,トウヨシノボリ,42.0,1.1,,St.1
MOT-LK-UTNFFSLWW0000013,UTN,ウトナイ湖,mem2018LKUTN_FF,2018,6,28,2018,6,28,2018,6,29,タモ網・投網,脊索動物門,硬骨魚綱,スズキ目,ハゼ科,Rhinogobius sp. OR,トウヨシノボリ,41.0,1.2,,St.1
MOT-LK-UTNFFSLWW0000014,UTN,ウトナイ湖,mem2018LKUTN_FF,2018,6,28,2018,6,28,2018,6,29,タモ網・投網,脊索動物門,硬骨魚綱,スズキ目,ハゼ科,Rhinogobius sp. OR,トウヨシノボリ,51.0,2.5,,St.2
